 job_id  Cmax  Mean_waiting_time  Mean_bounded_slowndown  Mean_number_of_interruptions_per_job  Percentage_of_rejections  Competitive_factor  Utilization  Total_processing_time  Processing_Time_SLA_0 Processing_Time_SLA_1 Processing_Time_SLA_2 Processing_Time_SLA_3 Processing_Time_SLA_4 Processing_Time_SLA_5 Processing_Time_SLA_6 Processing_Time_SLA_7 Processing_Time_SLA_8 Processing_Time_SLA_9 Processing_Time_SLA_10 Processing_Time_SLA_11 Processing_Time_SLA_12 Processing_Time_SLA_13 Processing_Time_SLA_14 Processing_Time_SLA_15 Processing_Time_SLA_16 Processing_Time_SLA_17 Processing_Time_SLA_18 Processing_Time_SLA_19 System_benefit
 9 1393 44.666666666666664 1.3041500098532524 0.16666666666666666 40.0 0.5930735930735931 0.5930735930735931 822.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 822.0
