 job_id  cmax  Mean_waiting_time  Mean_bounded_slowdow  Sum_weighted_completion_time  Competitive_factor  Utilization 
 17 1585 0.0 1.0 26945.0 1.0 1.047417192429022E-5
 20 1591 0.0 1.0 63538.0 1.0 2.4552168447517285E-5
 31 1596 0.0 1.0 106630.0 1.0 4.0996044799498745E-5
 42 1597 0.0 1.0 149749.0 1.0 5.7480823418910454E-5
 74 2261 0.0 1.0 194969.0 1.0 4.923844537815126E-5
 77 2264 0.0 1.0 247041.0 1.0 5.909410887809187E-5
 89 2269 0.0 1.0 308304.0 1.0 7.058450859409432E-5
 110 2271 0.0 1.0 369621.0 1.0 8.21327333773668E-5
 257 5131 0.0 1.0 477372.0 1.0 4.0349103488598716E-5
 260 5134 0.0 1.0 600588.0 1.0 4.4890679781846514E-5
 284 5135 0.0 1.0 718693.0 1.0 4.925602482960078E-5
 272 5137 0.0 1.0 852255.0 1.0 5.417954302121861E-5
 914 14907 0.0 1.0 2536746.0 1.0 2.607311162541088E-5
 1469 19407 0.0 0.9357142857142856 2556153.0 1.0 2.0077726464677694E-5
 1563 19970 0.0 0.94 2895643.0 1.0 2.0343014521782673E-5
 1800 21920 0.0 0.94375 3268283.0 1.0 1.929067347171533E-5
 2083 23724 0.0 0.8941176470588235 3292007.0 1.0 1.786495215815208E-5
 2345 25554 0.0 0.8999999999999999 5617421.0 1.0 2.006321172810519E-5
 2433 26125 0.0 0.9052631578947368 1.2279296E7 1.0 2.91566985645933E-5
 2633 28375 0.0 0.91 1.4208796E7 1.0 2.9185022026431717E-5
 2638 28380 0.0 0.8666666666666666 1.4208796E7 1.0 2.9179880197322058E-5
 2639 29069 0.0 0.8727272727272727 3.3917578E7 1.0 5.126541590697994E-5
 2988 33182 0.0 0.8782608695652173 3.46144E7 1.0 4.552896713579652E-5
 2995 33184 0.0 0.8833333333333333 3.5344448E7 1.0 4.617365484872228E-5
 3000 33187 0.0 0.888 3.6174123E7 1.0 4.690513228071233E-5
 3020 33192 0.0 0.8923076923076924 3.7103499E7 1.0 4.772187198722584E-5
 3194 33209 0.0 0.8962962962962963 3.7800888E7 1.0 4.831498050227348E-5
 3215 33215 0.0 0.8999999999999999 3.8631263E7 1.0 4.9041284058407344E-5
 3176 33217 0.0 0.9034482758620689 3.966099E7 1.0 4.9949715130806514E-5
 3369 34535 0.0 0.9066666666666666 4.0593435E7 1.0 4.880691689590271E-5
 3372 34540 0.0 0.9096774193548387 4.1698715E7 1.0 4.9704599739432545E-5
 3381 34540 0.0 0.9125 4.2769455E7 1.0 5.058107447886508E-5
 3629 34564 0.0 0.9151515151515152 4.3564427E7 1.0 5.119578897118389E-5
 3590 34567 0.0 0.9176470588235294 4.4636004E7 1.0 5.2067135924436604E-5
 3633 34580 0.0 0.92 4.5984624E7 1.0 5.31489480913823E-5
 3839 34591 0.0 0.9222222222222223 4.6849399E7 1.0 5.383783896100142E-5
 3856 34602 0.0 0.9243243243243244 4.8025867E7 1.0 5.478029629790186E-5
 3990 34620 0.0 0.9263157894736842 4.8995227E7 1.0 5.554163958694396E-5
 4045 34628 0.0 0.9282051282051282 4.9930183E7 1.0 5.6290249220284165E-5
 4063 34631 0.0 0.9300000000000002 5.0899851E7 1.0 5.7074947301550634E-5
 4164 38040 0.0 0.9195121951219514 5.1090051E7 1.0 5.2088467731335434E-5
 4167 38065 0.0 0.9095238095238095 5.1280376E7 1.0 5.2182533166951265E-5
 4169 38095 0.0 0.9116279069767442 5.2156561E7 1.0 5.273104245964037E-5
 4184 38186 0.0 0.9022727272727273 5.2347491E7 1.0 5.2733249751217725E-5
 4195 38297 0.0 0.8933333333333334 5.2538976E7 1.0 5.2707906298143455E-5
 4222 38558 0.0 0.8869565217391305 5.2770324E7 1.0 5.250308788059547E-5
 4240 38936 0.0 0.8787234042553193 5.2965004E7 1.0 5.211878146188617E-5
 4402 41308 0.0 0.8812500000000001 5.408032E7 1.0 4.976430866902295E-5
 4414 41321 0.0 0.8836734693877552 5.5691839E7 1.0 5.06703613174899E-5
 4701 41350 0.0 0.8860000000000001 5.6849639E7 1.0 5.1296100362756956E-5
 4938 41381 0.0 0.8882352941176471 5.8091069E7 1.0 5.1965651506730145E-5
 5046 41402 0.0 0.8903846153846156 5.9581541E7 1.0 5.278843715279455E-5
 4321 41404 0.0 0.8924528301886793 1.05664193E8 1.0 7.903731372572698E-5
 5184 41418 0.0 0.8944444444444445 1.07113823E8 1.0 7.983583526486069E-5
 5362 41438 0.0 0.8963636363636364 1.08439839E8 1.0 8.055144130990878E-5
 5339 41466 0.0 0.8982142857142857 1.11052197E8 1.0 8.198075682486856E-5
 4318 42128 0.0 0.9 1.88609845E8 1.0 1.2336843963634637E-4
 5435 44403 0.0 0.9017241379310346 1.8971992E8 1.0 1.1759745259329325E-4
 5445 44413 0.0 0.9033898305084747 1.91229962E8 1.0 1.1831857367212303E-4
 5470 44433 0.0 0.905 1.93496045E8 1.0 1.1938621069925505E-4
 5510 44473 0.0 0.9065573770491805 1.97320723E8 1.0 1.2116726721831223E-4
 5542 44474 0.0 0.9080645161290323 2.01012065E8 1.0 1.2298706126051177E-4
 5527 44498 0.0 0.9095238095238095 2.05862347E8 1.0 1.2531286518495212E-4
 6115 44505 0.0 0.9109375000000001 2.07197497E8 1.0 1.259514380406696E-4
 5429 46042 0.0 0.9123076923076924 2.88737879E8 1.0 1.5931021540115545E-4
 6220 46735 0.0 0.9136363636363637 2.89906254E8 1.0 1.5747031132983845E-4
 6232 46838 0.0 0.9119402985074627 2.90280958E8 1.0 1.5729082155514754E-4
 6234 46858 0.0 0.913235294117647 2.9093697E8 1.0 1.575154589397755E-4
 6236 46871 0.0 0.9144927536231885 2.9140568E8 1.0 1.576801220370805E-4
 6237 46894 0.0 0.9157142857142856 2.92062196E8 1.0 1.578943334968226E-4
 6238 46900 0.0 0.9098591549295774 2.92296696E8 1.0 1.5797824493603413E-4
 6240 46917 0.0 0.911111111111111 2.92765866E8 1.0 1.5812914961527806E-4
 6241 46939 0.0 0.9123287671232876 2.93282195E8 1.0 1.5828388972922302E-4
 6244 46955 0.0 0.9108108108108107 2.93657835E8 1.0 1.5839633691832605E-4
 6245 46963 0.0 0.8999999999999999 2.93704798E8 1.0 1.5839014889381002E-4
 6246 46973 0.0 0.8934210526315788 2.9389269E8 1.0 1.5843958896600175E-4
 6248 47008 0.0 0.8948051948051947 2.95255922E8 1.0 1.5892407941201498E-4
 6252 47048 0.0 0.896153846153846 2.97043746E8 1.0 1.5957771850025505E-4
 6449 48946 0.0 0.8974683544303796 2.9846318E8 1.0 1.5396830818657296E-4
 6446 48947 0.0 0.8987499999999999 2.9993159E8 1.0 1.5456370538541688E-4
 6487 48959 0.0 0.8999999999999998 3.01743073E8 1.0 1.5526384321575196E-4
 6459 48966 0.0 0.9012195121951219 3.04093441E8 1.0 1.5619894416533923E-4
 6783 49062 0.0 0.9024096385542169 3.08999641E8 1.0 1.578837746117158E-4
 6570 49065 0.0 0.9035714285714285 3.15476221E8 1.0 1.6050137572607765E-4
 6558 49073 0.0 0.904705882352941 3.22395514E8 1.0 1.6328113855888166E-4
 6690 49076 0.0 0.905813953488372 3.28628166E8 1.0 1.657983281033499E-4
 6615 49105 0.0 0.9068965517241379 3.36779596E8 1.0 1.690016928011404E-4
 6600 49117 0.0 0.9079545454545453 3.45620656E8 1.0 1.725392303072256E-4
 6582 49117 0.0 0.9089887640449437 3.5455995E8 1.0 1.7615782213897428E-4
 6591 49145 0.0 0.9099999999999999 3.64831255E8 1.0 1.802105059009055E-4
 7301 49165 0.0 0.910989010989011 3.69551095E8 1.0 1.8204404174717787E-4
 7264 49168 0.0 0.9119565217391303 3.74664567E8 1.0 1.8409855622559388E-4
 7349 49224 0.0 0.9129032258064516 3.81900495E8 1.0 1.8680547090849992E-4
 7363 49241 0.0 0.9138297872340424 3.89877537E8 1.0 1.8995381135639E-4
 7776 49242 0.0 0.9147368421052631 3.93324477E8 1.0 1.9133818691361034E-4
 7779 49259 0.0 0.9156249999999999 3.9761001E8 1.0 1.9299693330152866E-4
 7471 49262 0.0 0.9164948453608246 4.05886026E8 1.0 1.963155868113353E-4
 7755 49268 0.0 0.91734693877551 4.10763558E8 1.0 1.9825400107574898E-4
 7829 49284 0.0 0.9181818181818182 4.15938378E8 1.0 2.0027021320306794E-4
 7595 49293 0.0 0.9189999999999999 4.24071723E8 1.0 2.0350252571359016E-4
 8199 49343 0.0 0.9198019801980197 4.27575076E8 1.0 2.0470149641286506E-4
 8320 49345 0.0 0.9205882352941176 4.29696911E8 1.0 2.0554419140743742E-4
 8287 49350 0.0 0.9213592233009708 4.32312461E8 1.0 2.065721567882472E-4
 8245 49351 0.0 0.9221153846153846 4.35470925E8 1.0 2.0783440938380174E-4
 8250 49361 0.0 0.9228571428571428 4.39123639E8 1.0 2.0925632711047182E-4
 8585 49396 0.0 0.9235849056603772 4.41000687E8 1.0 2.098593193274759E-4
 8567 49400 0.0 0.9242990654205606 4.43371887E8 1.0 2.107912133097166E-4
 8597 49411 0.0 0.9249999999999998 4.45793026E8 1.0 2.1171272591123433E-4
 8711 49445 0.0 0.9256880733944954 4.48067496E8 1.0 2.1247566740823136E-4
 8720 49454 0.0 0.9263636363636363 4.50639104E8 1.0 2.1346383760666477E-4
 8865 49459 0.0 0.9198198198198198 4.50738022E8 1.0 2.1348174750803695E-4
 8767 49473 0.0 0.9205357142857142 4.53211672E8 1.0 2.1440830099246053E-4
 8837 49489 0.0 0.9212389380530973 4.5529021E8 1.0 2.1516776455373922E-4
 8878 49515 0.0 0.9219298245614034 4.5796402E8 1.0 2.161197995556902E-4
 8958 49545 0.0 0.9226086956521738 4.60292635E8 1.0 2.1691533580583307E-4
 8973 49553 0.0 0.9232758620689655 4.62770285E8 1.0 2.178656880007265E-4
 9178 49579 0.0 0.9153846153846155 4.62770285E8 1.0 2.1775143583977087E-4
 9076 49585 0.0 0.9161016949152542 4.65051195E8 1.0 2.1863104391449026E-4
 9111 49604 0.0 0.9168067226890756 4.67630603E8 1.0 2.1957103383799694E-4
 9228 49650 0.0 0.9175 4.69914503E8 1.0 2.202723753776435E-4
 9234 49664 0.0 0.9181818181818182 4.72795015E8 1.0 2.213507583460857E-4
 9339 49698 0.0 0.9188524590163935 4.74832633E8 1.0 2.22004972534106E-4
 9370 49719 0.0 0.9195121951219513 4.77119707E8 1.0 2.228147187192019E-4
 9424 49748 0.0 0.9201612903225805 4.79557359E8 1.0 2.236467106717858E-4
 9487 49772 0.0 0.9208 4.81797099E8 1.0 2.2442180091215944E-4
 9549 49798 0.0 0.9214285714285714 4.84087807E8 1.0 2.2520671010883972E-4
 9593 49812 0.0 0.9204724409448818 4.84486303E8 1.0 2.2530025395487032E-4
 9606 49818 0.0 0.9210937499999999 4.84984483E8 1.0 2.2546914518848608E-4
 9629 49834 0.0 0.921705426356589 4.85731993E8 1.0 2.2569069937191475E-4
 9652 49848 0.0 0.9223076923076923 4.86778801E8 1.0 2.2603872020943668E-4
 9668 49854 0.0 0.9229007633587786 4.87626319E8 1.0 2.263445197476632E-4
 9707 49876 0.0 0.9234848484848485 4.88573963E8 1.0 2.2661669690833268E-4
 9714 49880 0.0 0.9240601503759397 4.89621443E8 1.0 2.2700966695068163E-4
 9759 49902 0.0 0.9246268656716418 4.90669385E8 1.0 2.2732054827461826E-4
 9790 49942 0.0 0.9251851851851851 4.92866833E8 1.0 2.279988536702575E-4
 9829 49963 0.0 0.925735294117647 4.9531502E8 1.0 2.2886076321477895E-4
 9894 50005 0.0 0.9262773722627736 4.98165305E8 1.0 2.2978170932906708E-4
 9924 50024 0.0 0.9268115942028985 5.01166745E8 1.0 2.308657469414681E-4
 9980 50056 0.0 0.9273381294964027 5.03519377E8 1.0 2.3163509993806935E-4
 10024 50225 0.0 0.9278571428571427 5.04071852E8 1.0 2.310695619711299E-4
 10027 50241 0.0 0.926950354609929 5.0447378E8 1.0 2.3115147489102526E-4
 10029 50246 0.0 0.9246478873239435 5.04775256E8 1.0 2.3124508667356604E-4
 10031 50253 0.0 0.9195804195804194 5.04875762E8 1.0 2.312517411895807E-4
 10032 65626 0.0 0.9201388888888886 1.513481756E9 1.0 4.05782507123701E-4
 10030 65785 0.0 0.9206896551724136 2.535714871E9 1.0 6.354744622634339E-4
 11517 72298 0.0 0.9212328767123286 2.638016541E9 1.0 5.973404995643033E-4
 11673 82252 0.0 0.921768707482993 2.722160337E9 1.0 5.371972338058649E-4
 11834 96898 0.0 0.9222972972972971 2.723613807E9 1.0 4.5615178138351666E-4
 11866 97284 0.0 0.9194630872483219 2.724100227E9 1.0 4.5439206986760413E-4
 11970 99378 0.0 0.9199999999999998 2.751230421E9 1.0 4.4750024842017346E-4
 11996 101568 0.0 0.9205298013245031 2.778958485E9 1.0 4.404761465225268E-4
 12014 102251 0.0 0.9144736842105261 2.778958485E9 1.0 4.3753392387360516E-4
 12289 111252 0.0 0.915032679738562 2.782963557E9 1.0 4.024506301010319E-4
 12371 112034 0.0 0.9155844155844155 2.788453223E9 1.0 4.000686315091847E-4
 12654 115924 0.0 0.9154838709677418 2.789496539E9 1.0 3.867195587195059E-4
 12660 116191 0.0 0.9096153846153845 2.789496539E9 1.0 3.858309001988106E-4
 12380 116536 0.0 0.9101910828025477 3.298059643E9 1.0 4.2125864003398093E-4
 12697 117336 0.0 0.9056962025316453 3.298294315E9 1.0 4.1840313288334357E-4
 12795 118697 0.0 0.9062893081761004 3.310401409E9 1.0 4.1444484169776826E-4
 12705 118976 0.0 0.9068749999999999 3.478276545E9 1.0 4.2505454093682757E-4
 12841 119779 0.0 0.907453416149068 3.50882019E9 1.0 4.2428399385535025E-4
 12882 122080 0.0 0.9080246913580244 3.51431379E9 1.0 4.166469348992464E-4
 12941 123609 0.0 0.9085889570552146 3.517156797E9 1.0 4.116748679303287E-4
 12922 123612 0.0 0.9091463414634144 3.520617933E9 1.0 4.11886083066369E-4
 12895 124922 0.0 0.9096969696969694 3.821180265E9 1.0 4.263754332703607E-4
 13143 124971 0.0 0.9102409638554215 3.825054366E9 1.0 4.2645049901577167E-4
 12898 125033 0.0 0.9107784431137723 4.139262295E9 1.0 4.458666662001232E-4
 13138 127072 0.0 0.9113095238095236 4.412340023E9 1.0 4.5522758505020777E-4
 13152 127208 0.0 0.911834319526627 4.695886655E9 1.0 4.7185269401295516E-4
 13203 127322 0.0 0.9088235294117645 4.696395943E9 1.0 4.714608924616327E-4
 13213 129520 0.0 0.9093567251461986 4.948830423E9 1.0 4.78155219753706E-4
 13279 131454 0.0 0.9098837209302324 4.951853865E9 1.0 4.7129128820728165E-4
 13282 131459 0.0 0.9104046242774564 4.955534717E9 1.0 4.71481364912254E-4
 13412 131468 0.0 0.9109195402298849 4.958558481E9 1.0 4.716199355546597E-4
 13294 131471 0.0 0.9114285714285713 4.96368585E9 1.0 4.718988645785002E-4
 13545 131480 0.0 0.911931818181818 4.96631545E9 1.0 4.720151116139337E-4
 13574 131492 0.0 0.9124293785310733 4.970128718E9 1.0 4.721874120668938E-4
 13654 131495 0.0 0.9129213483146066 4.973153103E9 1.0 4.723474514240085E-4
 13709 131513 0.0 0.9134078212290502 4.977361519E9 1.0 4.7252042098499766E-4
 13769 131515 0.0 0.9138888888888888 4.980780909E9 1.0 4.727062977607117E-4
 13840 134935 0.0 0.9143646408839777 4.983209739E9 1.0 4.6085557398006446E-4
 13843 134936 0.0 0.9148351648351648 4.985773523E9 1.0 4.6098966593422066E-4
 13854 134940 0.0 0.9153005464480872 4.988742203E9 1.0 4.611352151882318E-4
 13865 134949 0.0 0.9157608695652172 4.992790673E9 1.0 4.613215571252844E-4
 14014 134972 0.0 0.9162162162162161 4.997649665E9 1.0 4.615034159862786E-4
 14068 134974 0.0 0.9166666666666666 5.001563911E9 1.0 4.6170639808407546E-4
 14023 134975 0.0 0.9171122994652404 5.006692961E9 1.0 4.6197791257640303E-4
 14112 134979 0.0 0.9175531914893615 5.010607352E9 1.0 4.621740349424725E-4
 14259 135047 0.0 0.9179894179894178 5.014118574E9 1.0 4.6212933043681087E-4
 14277 135049 0.0 0.9184210526315788 5.017629848E9 1.0 4.623104970233027E-4
 14305 135050 0.0 0.9188481675392669 5.020871048E9 1.0 4.624806206034802E-4
 14265 135052 0.0 0.9192708333333331 5.024922608E9 1.0 4.6269070200737495E-4
 14520 135634 0.0 0.9196891191709844 5.02804219E9 1.0 4.6087091455682204E-4
 14517 135637 0.0 0.920103092783505 5.031568752E9 1.0 4.610479164977108E-4
 14531 135641 0.0 0.9205128205128204 5.035502341E9 1.0 4.612431091078656E-4
 14702 135658 0.0 0.9209183673469385 5.039029449E9 1.0 4.61372474807973E-4
 14729 135660 0.0 0.9213197969543145 5.042420949E9 1.0 4.615456379920389E-4
 14787 135666 0.0 0.9217171717171716 5.045676933E9 1.0 4.6169798438812967E-4
 14804 135674 0.0 0.9221105527638189 5.049747153E9 1.0 4.6188669623509296E-4
 14945 135676 0.0 0.9224999999999999 5.052053645E9 1.0 4.620022493845632E-4
 14976 135693 0.0 0.9228855721393033 5.056260128E9 1.0 4.6216747087174723E-4
 15092 135705 0.0 0.9232673267326731 5.059788458E9 1.0 4.623137043587193E-4
 15166 135717 0.0 0.9236453201970442 5.062909949E9 1.0 4.62438325246653E-4
 15197 135720 0.0 0.9240196078431371 5.065760069E9 1.0 4.6257920719127614E-4
 15266 135728 0.0 0.9243902439024388 5.068610357E9 1.0 4.627030370483614E-4
 15368 135739 0.0 0.9247572815533979 5.071325137E9 1.0 4.628094288487465E-4
 15395 135746 0.0 0.9251207729468597 5.074583041E9 1.0 4.629582202238003E-4
