 job_id  Cmax  Mean_waiting_time  Mean_bounded_slowndown  Mean_number_of_interruptions_per_job  Percentage_of_rejections  Competitive_factor  Utilization  Total_processing_time  Processing_Time_SLA_0 Processing_Time_SLA_1 Processing_Time_SLA_2
 19 1722 15.285714285714285 1.00561978650351 0.07142857142857142 74.54545454545453 0.3271113831089351 0.3271113831089351 1069.0 1.0 0.0 0.0
 14 1757 22.466666666666665 1.0953550241798327 0.13333333333333333 73.21428571428571 0.347513481126423 0.347513481126423 1160.0 1.0 0.0 0.0
 20 1804 30.25 1.2014380180954225 0.125 71.9298245614035 0.3618881118881119 0.3618881118881119 1242.0 1.0 0.0 0.0
 31 1854 39.11764705882353 1.2993522159394153 0.11764705882352941 70.6896551724138 0.3791053227633069 0.3791053227633069 1339.0 1.0 0.0 0.0
 66 1898 38.22222222222222 1.3117619413165185 0.1111111111111111 69.49152542372882 0.3820441988950276 0.3820441988950276 1383.0 1.0 0.0 0.0
 23 1920 48.26315789473684 1.3992554144595692 0.10526315789473684 68.33333333333333 0.40911572052401746 0.40911572052401746 1499.0 1.0 0.0 0.0
 68 2061 45.85 1.334292643736591 0.1 67.21311475409837 0.3801317790167258 0.3801317790167258 1500.0 1.0 0.0 0.0
 60 2064 58.9047619047619 1.4107260387678933 0.14285714285714285 66.12903225806451 0.42130566801619435 0.42130566801619435 1665.0 1.0 0.0 0.0
 69 2091 56.22727272727273 1.360238491551171 0.13636363636363635 65.07936507936508 0.4163754368447329 0.4163754368447329 1668.0 1.0 0.0 0.0
 77 0 0 0 3 42 0 0 0 0 0 0
 78 0 0 0 3 43 0 0 0 0 0 0
 79 0 0 0 3 44 0 0 0 0 0 0
 81 0 0 0 3 45 0 0 0 0 0 0
 82 0 0 0 3 46 0 0 0 0 0 0
 83 0 0 0 3 47 0 0 0 0 0 0
 84 0 0 0 3 48 0 0 0 0 0 0
 85 0 0 0 3 49 0 0 0 0 0 0
 86 0 0 0 3 50 0 0 0 0 0 0
 87 0 0 0 3 51 0 0 0 0 0 0
 88 0 0 0 3 52 0 0 0 0 0 0
 89 0 0 0 3 53 0 0 0 0 0 0
 90 0 0 0 3 54 0 0 0 0 0 0
 91 0 0 0 3 55 0 0 0 0 0 0
 92 0 0 0 3 56 0 0 0 0 0 0
 93 0 0 0 3 57 0 0 0 0 0 0
 94 0 0 0 3 58 0 0 0 0 0 0
 95 0 0 0 3 59 0 0 0 0 0 0
 96 0 0 0 3 60 0 0 0 0 0 0
 97 0 0 0 3 61 0 0 0 0 0 0
 98 0 0 0 3 62 0 0 0 0 0 0
 99 0 0 0 3 63 0 0 0 0 0 0
 100 0 0 0 3 64 0 0 0 0 0 0
 101 0 0 0 3 65 0 0 0 0 0 0
 102 0 0 0 3 66 0 0 0 0 0 0
 103 0 0 0 3 67 0 0 0 0 0 0
 104 0 0 0 3 68 0 0 0 0 0 0
 105 0 0 0 3 69 0 0 0 0 0 0
 106 0 0 0 3 70 0 0 0 0 0 0
 107 0 0 0 3 71 0 0 0 0 0 0
 108 0 0 0 3 72 0 0 0 0 0 0
 109 0 0 0 3 73 0 0 0 0 0 0
 110 0 0 0 3 74 0 0 0 0 0 0
 111 0 0 0 3 75 0 0 0 0 0 0
 112 0 0 0 3 76 0 0 0 0 0 0
 113 0 0 0 3 77 0 0 0 0 0 0
 114 0 0 0 3 78 0 0 0 0 0 0
 115 0 0 0 3 79 0 0 0 0 0 0
 116 0 0 0 3 80 0 0 0 0 0 0
 117 0 0 0 3 81 0 0 0 0 0 0
 118 0 0 0 3 82 0 0 0 0 0 0
 119 0 0 0 3 83 0 0 0 0 0 0
 120 0 0 0 3 84 0 0 0 0 0 0
 121 0 0 0 3 85 0 0 0 0 0 0
 122 0 0 0 3 86 0 0 0 0 0 0
 123 0 0 0 3 87 0 0 0 0 0 0
 124 0 0 0 3 88 0 0 0 0 0 0
 125 0 0 0 3 89 0 0 0 0 0 0
 126 0 0 0 3 90 0 0 0 0 0 0
 127 0 0 0 3 91 0 0 0 0 0 0
 128 0 0 0 3 92 0 0 0 0 0 0
 129 0 0 0 3 93 0 0 0 0 0 0
 130 0 0 0 3 94 0 0 0 0 0 0
 131 0 0 0 3 95 0 0 0 0 0 0
 132 0 0 0 3 96 0 0 0 0 0 0
 133 0 0 0 3 97 0 0 0 0 0 0
 134 0 0 0 3 98 0 0 0 0 0 0
 135 0 0 0 3 99 0 0 0 0 0 0
 136 0 0 0 3 100 0 0 0 0 0 0
 137 0 0 0 3 101 0 0 0 0 0 0
 138 0 0 0 3 102 0 0 0 0 0 0
 139 0 0 0 3 103 0 0 0 0 0 0
 140 0 0 0 3 104 0 0 0 0 0 0
 141 0 0 0 3 105 0 0 0 0 0 0
 142 0 0 0 3 106 0 0 0 0 0 0
 143 0 0 0 3 107 0 0 0 0 0 0
 144 0 0 0 3 108 0 0 0 0 0 0
 145 0 0 0 3 109 0 0 0 0 0 0
 146 0 0 0 3 110 0 0 0 0 0 0
 147 0 0 0 3 111 0 0 0 0 0 0
 148 0 0 0 3 112 0 0 0 0 0 0
 149 0 0 0 3 113 0 0 0 0 0 0
 150 0 0 0 3 114 0 0 0 0 0 0
 151 0 0 0 3 115 0 0 0 0 0 0
 152 0 0 0 3 116 0 0 0 0 0 0
 153 0 0 0 3 117 0 0 0 0 0 0
 154 0 0 0 3 118 0 0 0 0 0 0
 155 0 0 0 3 119 0 0 0 0 0 0
 156 0 0 0 3 120 0 0 0 0 0 0
 157 0 0 0 3 121 0 0 0 0 0 0
 158 0 0 0 3 122 0 0 0 0 0 0
 159 0 0 0 3 123 0 0 0 0 0 0
 160 0 0 0 3 124 0 0 0 0 0 0
 161 0 0 0 3 125 0 0 0 0 0 0
 162 0 0 0 3 126 0 0 0 0 0 0
 163 0 0 0 3 127 0 0 0 0 0 0
 164 0 0 0 3 128 0 0 0 0 0 0
 165 0 0 0 3 129 0 0 0 0 0 0
 166 0 0 0 3 130 0 0 0 0 0 0
 167 0 0 0 3 131 0 0 0 0 0 0
 168 0 0 0 3 132 0 0 0 0 0 0
 169 0 0 0 3 133 0 0 0 0 0 0
 170 0 0 0 3 134 0 0 0 0 0 0
 171 0 0 0 3 135 0 0 0 0 0 0
 172 0 0 0 3 136 0 0 0 0 0 0
 173 0 0 0 3 137 0 0 0 0 0 0
 174 0 0 0 3 138 0 0 0 0 0 0
 175 0 0 0 3 139 0 0 0 0 0 0
 176 0 0 0 3 140 0 0 0 0 0 0
 177 0 0 0 3 141 0 0 0 0 0 0
 178 0 0 0 3 142 0 0 0 0 0 0
 179 0 0 0 3 143 0 0 0 0 0 0
 180 0 0 0 3 144 0 0 0 0 0 0
 181 0 0 0 3 145 0 0 0 0 0 0
 182 0 0 0 3 146 0 0 0 0 0 0
 183 0 0 0 3 147 0 0 0 0 0 0
 184 0 0 0 3 148 0 0 0 0 0 0
 185 0 0 0 3 149 0 0 0 0 0 0
 186 0 0 0 3 150 0 0 0 0 0 0
 187 0 0 0 3 151 0 0 0 0 0 0
 188 0 0 0 3 152 0 0 0 0 0 0
 189 0 0 0 3 153 0 0 0 0 0 0
 190 0 0 0 3 154 0 0 0 0 0 0
 191 0 0 0 3 155 0 0 0 0 0 0
 192 0 0 0 3 156 0 0 0 0 0 0
 193 0 0 0 3 157 0 0 0 0 0 0
 194 0 0 0 3 158 0 0 0 0 0 0
 195 0 0 0 3 159 0 0 0 0 0 0
 196 0 0 0 3 160 0 0 0 0 0 0
 197 0 0 0 3 161 0 0 0 0 0 0
 198 0 0 0 3 162 0 0 0 0 0 0
 199 0 0 0 3 163 0 0 0 0 0 0
 200 0 0 0 3 164 0 0 0 0 0 0
 201 0 0 0 3 165 0 0 0 0 0 0
 202 0 0 0 3 166 0 0 0 0 0 0
 203 0 0 0 3 167 0 0 0 0 0 0
 204 0 0 0 3 168 0 0 0 0 0 0
 205 0 0 0 3 169 0 0 0 0 0 0
 206 0 0 0 3 170 0 0 0 0 0 0
 207 0 0 0 3 171 0 0 0 0 0 0
 208 0 0 0 3 172 0 0 0 0 0 0
 209 0 0 0 3 173 0 0 0 0 0 0
 210 0 0 0 3 174 0 0 0 0 0 0
 211 0 0 0 3 175 0 0 0 0 0 0
 212 0 0 0 3 176 0 0 0 0 0 0
 213 0 0 0 3 177 0 0 0 0 0 0
 214 0 0 0 3 178 0 0 0 0 0 0
 215 0 0 0 3 179 0 0 0 0 0 0
 216 0 0 0 3 180 0 0 0 0 0 0
 217 0 0 0 3 181 0 0 0 0 0 0
 218 0 0 0 3 182 0 0 0 0 0 0
 219 0 0 0 3 183 0 0 0 0 0 0
 65 2275 66.52173913043478 1.404950974197514 0.13043478260869565 88.83495145631068 0.4295839048925469 0.4295839048925469 1879.0 1.0 0.0 0.0
 73 2308 63.75 1.3880780169392841 0.125 88.40579710144927 0.4367117117117117 0.4367117117117117 1939.0 1.0 0.0 0.0
 72 2334 62.28 1.3908599810074755 0.12 87.98076923076924 0.4447907390917186 0.4447907390917186 1998.0 1.0 0.0 0.0
 75 2386 62.19230769230769 1.4054127036314483 0.11538461538461539 87.5598086124402 0.4516971279373368 0.4516971279373368 2076.0 1.0 0.0 0.0
 74 2406 63.07407407407407 1.434636101439337 0.1111111111111111 87.14285714285715 0.4633304572907679 0.4633304572907679 2148.0 1.0 0.0 0.0
 71 2471 65.75 1.4764223536304568 0.14285714285714285 86.72985781990522 0.4687368862778011 0.4687368862778011 2234.0 1.0 0.0 0.0
 76 2488 68.93103448275862 1.5264363851705338 0.13793103448275862 86.32075471698113 0.4825 0.4825 2316.0 1.0 0.0 0.0
 80 2583 74.06666666666666 1.575257553283897 0.13333333333333333 85.91549295774648 0.4865731462925852 0.4865731462925852 2428.0 1.0 0.0 0.0
 9 2746 105.80645161290322 1.6207328134727055 0.22580645161290322 85.51401869158877 0.5569977426636569 0.5569977426636569 2961.0 1.0 0.0 0.0
 223 2773 102.5 1.6013349130516834 0.21875 85.11627906976744 0.5659217877094972 0.5659217877094972 3039.0 1.0 0.0 0.0
 4 2827 138.60606060606062 1.6248276655252945 0.42424242424242425 84.72222222222221 0.72635998539613 0.72635998539613 3979.0 1.0 0.0 0.0
 224 2947 134.61764705882354 1.606889362807913 0.4117647058823529 84.33179723502305 0.7310248338579923 0.7310248338579923 4180.0 1.0 0.0 0.0
 225 3109 130.77142857142857 1.589549666727687 0.39999999999999997 83.94495412844037 0.6982787156570672 0.6982787156570672 4219.0 1.0 0.0 0.0
 226 3163 127.13888888888889 1.5731732870963622 0.38888888888888884 83.56164383561644 0.6965853658536585 0.6965853658536585 4284.0 1.0 0.0 0.0
 227 3234 124.21621621621622 1.5649147018722125 0.3783783783783784 83.18181818181817 0.6921487603305785 0.6921487603305785 4355.0 1.0 0.0 0.0
 221 3283 130.57894736842104 1.5801472097176803 0.39473684210526316 82.8054298642534 0.7316118935837246 0.7316118935837246 4675.0 1.0 0.0 0.0
 231 3620 127.23076923076923 1.5652716402377398 0.3846153846153846 82.43243243243244 0.6640713476783692 0.6640713476783692 4691.0 1.0 0.0 0.0
 230 3622 124.05000000000001 1.5511398492317965 0.375 82.0627802690583 0.666383701188455 0.666383701188455 4710.0 1.0 0.0 0.0
 229 3629 121.48780487804879 1.5456873213699613 0.3902439024390244 81.69642857142857 0.6732561423326744 0.6732561423326744 4768.0 1.0 0.0 0.0
 233 3667 118.59523809523809 1.5326947660992476 0.38095238095238093 81.33333333333333 0.6683431126012853 0.6683431126012853 4784.0 1.0 0.0 0.0
 232 3668 115.83720930232558 1.5203065157248465 0.37209302325581395 80.97345132743364 0.6706703910614525 0.6706703910614525 4802.0 1.0 0.0 0.0
 235 3704 113.20454545454545 1.5084813676401911 0.36363636363636365 80.61674008810573 0.6662057522123894 0.6662057522123894 4818.0 1.0 0.0 0.0
 234 3721 111.04444444444445 1.5158952319850287 0.37777777777777777 80.26315789473684 0.6657032755298651 0.6657032755298651 4837.0 1.0 0.0 0.0
 239 3741 108.63043478260869 1.5046801182462237 0.3695652173913043 79.91266375545851 0.6643854366274295 0.6643854366274295 4854.0 1.0 0.0 0.0
 238 3742 106.31914893617021 1.4939422433899212 0.36170212765957444 79.56521739130434 0.6668035030103996 0.6668035030103996 4873.0 1.0 0.0 0.0
 240 3776 104.10416666666666 1.4836517799859643 0.35416666666666663 79.22077922077922 0.6628253796095445 0.6628253796095445 4889.0 1.0 0.0 0.0
 241 3792 102.28571428571428 1.4929139885576794 0.3469387755102041 78.87931034482759 0.662122030237581 0.662122030237581 4905.0 1.0 0.0 0.0
 237 3799 100.64 1.4896130858357064 0.36 78.54077253218884 0.669091888978712 0.669091888978712 4966.0 1.0 0.0 0.0
 242 3810 98.66666666666667 1.4800128292506924 0.3529411764705882 78.20512820512822 0.6689951638903815 0.6689951638903815 4980.0 1.0 0.0 0.0
 243 3824 97.01923076923077 1.4886389561607067 0.34615384615384615 77.87234042553192 0.6683618843683083 0.6683618843683083 4994.0 1.0 0.0 0.0
 245 4318 95.18867924528301 1.479419353214278 0.33962264150943394 77.54237288135593 0.5927895981087471 0.5927895981087471 5015.0 1.0 0.0 0.0
 246 4385 93.42592592592592 1.4705412170436434 0.3333333333333333 77.21518987341771 0.5859902257388876 0.5859902257388876 5036.0 1.0 0.0 0.0
 247 4439 91.72727272727272 1.4619859221883045 0.32727272727272727 76.890756302521 0.5811307745345897 0.5811307745345897 5057.0 1.0 0.0 0.0
 248 4505 90.08928571428571 1.453736173577799 0.3214285714285714 76.56903765690376 0.5748245415440344 0.5748245415440344 5078.0 1.0 0.0 0.0
 244 4743 89.61403508771929 1.447621070394918 0.3684210526315789 76.25 0.6097744360902255 0.6097744360902255 5677.0 1.0 0.0 0.0
 250 4901 88.06896551724138 1.4399034657329368 0.3620689655172414 75.93360995850622 0.5922501558279659 0.5922501558279659 5701.0 1.0 0.0 0.0
 251 4981 86.57627118644068 1.4324474747883107 0.3559322033898305 75.6198347107438 0.58788064582056 0.58788064582056 5753.0 1.0 0.0 0.0
 228 5013 99.85 1.4415375436378153 0.45 75.30864197530865 0.6757360406091371 0.6757360406091371 6656.0 1.0 0.0 0.0
 253 5061 98.21311475409837 1.4195451248896545 0.4426229508196722 75.0 0.6693142972049065 0.6693142972049065 6657.0 1.0 0.0 0.0
 254 5089 96.62903225806451 1.4014879454559501 0.43548387096774194 74.69387755102042 0.6658668266346731 0.6658668266346731 6660.0 1.0 0.0 0.0
 258 0 0 0 27 184 0 0 0 0 0 0
 259 0 0 0 27 185 0 0 0 0 0 0
 260 0 0 0 27 186 0 0 0 0 0 0
 261 0 0 0 27 187 0 0 0 0 0 0
 262 0 0 0 27 188 0 0 0 0 0 0
 263 0 0 0 27 189 0 0 0 0 0 0
 265 0 0 0 27 190 0 0 0 0 0 0
 266 0 0 0 27 191 0 0 0 0 0 0
 267 0 0 0 27 192 0 0 0 0 0 0
 268 0 0 0 27 193 0 0 0 0 0 0
 269 0 0 0 27 194 0 0 0 0 0 0
 270 0 0 0 27 195 0 0 0 0 0 0
 271 0 0 0 27 196 0 0 0 0 0 0
 272 0 0 0 27 197 0 0 0 0 0 0
 273 0 0 0 27 198 0 0 0 0 0 0
 274 0 0 0 27 199 0 0 0 0 0 0
 275 0 0 0 27 200 0 0 0 0 0 0
 276 0 0 0 27 201 0 0 0 0 0 0
 277 0 0 0 27 202 0 0 0 0 0 0
 278 0 0 0 27 203 0 0 0 0 0 0
 279 0 0 0 27 204 0 0 0 0 0 0
 280 0 0 0 27 205 0 0 0 0 0 0
 281 0 0 0 27 206 0 0 0 0 0 0
 282 0 0 0 27 207 0 0 0 0 0 0
 283 0 0 0 27 208 0 0 0 0 0 0
 284 0 0 0 27 209 0 0 0 0 0 0
 285 0 0 0 27 210 0 0 0 0 0 0
 286 0 0 0 27 211 0 0 0 0 0 0
 287 0 0 0 27 212 0 0 0 0 0 0
 288 0 0 0 27 213 0 0 0 0 0 0
 289 0 0 0 27 214 0 0 0 0 0 0
 290 0 0 0 27 215 0 0 0 0 0 0
 291 0 0 0 27 216 0 0 0 0 0 0
 292 0 0 0 27 217 0 0 0 0 0 0
 293 0 0 0 27 218 0 0 0 0 0 0
 294 0 0 0 27 219 0 0 0 0 0 0
 295 0 0 0 27 220 0 0 0 0 0 0
 296 0 0 0 27 221 0 0 0 0 0 0
 297 0 0 0 27 222 0 0 0 0 0 0
 298 0 0 0 27 223 0 0 0 0 0 0
 299 0 0 0 27 224 0 0 0 0 0 0
 300 0 0 0 27 225 0 0 0 0 0 0
 301 0 0 0 27 226 0 0 0 0 0 0
 302 0 0 0 27 227 0 0 0 0 0 0
 303 0 0 0 27 228 0 0 0 0 0 0
 304 0 0 0 27 229 0 0 0 0 0 0
 305 0 0 0 27 230 0 0 0 0 0 0
 306 0 0 0 27 231 0 0 0 0 0 0
 307 0 0 0 27 232 0 0 0 0 0 0
 308 0 0 0 27 233 0 0 0 0 0 0
 309 0 0 0 27 234 0 0 0 0 0 0
 310 0 0 0 27 235 0 0 0 0 0 0
 311 0 0 0 27 236 0 0 0 0 0 0
 312 0 0 0 27 237 0 0 0 0 0 0
 313 0 0 0 27 238 0 0 0 0 0 0
 314 0 0 0 27 239 0 0 0 0 0 0
 315 0 0 0 27 240 0 0 0 0 0 0
 316 0 0 0 27 241 0 0 0 0 0 0
 317 0 0 0 27 242 0 0 0 0 0 0
 318 0 0 0 27 243 0 0 0 0 0 0
 319 0 0 0 27 244 0 0 0 0 0 0
 320 0 0 0 27 245 0 0 0 0 0 0
 321 0 0 0 27 246 0 0 0 0 0 0
 322 0 0 0 27 247 0 0 0 0 0 0
 323 0 0 0 27 248 0 0 0 0 0 0
 324 0 0 0 27 249 0 0 0 0 0 0
 325 0 0 0 27 250 0 0 0 0 0 0
 326 0 0 0 27 251 0 0 0 0 0 0
 327 0 0 0 27 252 0 0 0 0 0 0
 328 0 0 0 27 253 0 0 0 0 0 0
 329 0 0 0 27 254 0 0 0 0 0 0
 330 0 0 0 27 255 0 0 0 0 0 0
 331 0 0 0 27 256 0 0 0 0 0 0
 332 0 0 0 27 257 0 0 0 0 0 0
 333 0 0 0 27 258 0 0 0 0 0 0
 334 0 0 0 27 259 0 0 0 0 0 0
 335 0 0 0 27 260 0 0 0 0 0 0
 336 0 0 0 27 261 0 0 0 0 0 0
 337 0 0 0 27 262 0 0 0 0 0 0
 338 0 0 0 27 263 0 0 0 0 0 0
 339 0 0 0 27 264 0 0 0 0 0 0
 340 0 0 0 27 265 0 0 0 0 0 0
 341 0 0 0 27 266 0 0 0 0 0 0
 342 0 0 0 27 267 0 0 0 0 0 0
 343 0 0 0 27 268 0 0 0 0 0 0
 344 0 0 0 27 269 0 0 0 0 0 0
 345 0 0 0 27 270 0 0 0 0 0 0
 346 0 0 0 27 271 0 0 0 0 0 0
 347 0 0 0 27 272 0 0 0 0 0 0
 348 0 0 0 27 273 0 0 0 0 0 0
 349 0 0 0 27 274 0 0 0 0 0 0
 350 0 0 0 27 275 0 0 0 0 0 0
 351 0 0 0 27 276 0 0 0 0 0 0
 352 0 0 0 27 277 0 0 0 0 0 0
 353 0 0 0 27 278 0 0 0 0 0 0
 354 0 0 0 27 279 0 0 0 0 0 0
 355 0 0 0 27 280 0 0 0 0 0 0
 356 0 0 0 27 281 0 0 0 0 0 0
 357 0 0 0 27 282 0 0 0 0 0 0
 358 0 0 0 27 283 0 0 0 0 0 0
 359 0 0 0 27 284 0 0 0 0 0 0
 360 0 0 0 27 285 0 0 0 0 0 0
 361 0 0 0 27 286 0 0 0 0 0 0
 362 0 0 0 27 287 0 0 0 0 0 0
 363 0 0 0 27 288 0 0 0 0 0 0
 364 0 0 0 27 289 0 0 0 0 0 0
 365 0 0 0 27 290 0 0 0 0 0 0
 366 0 0 0 27 291 0 0 0 0 0 0
 367 0 0 0 27 292 0 0 0 0 0 0
 368 0 0 0 27 293 0 0 0 0 0 0
 369 0 0 0 27 294 0 0 0 0 0 0
 370 0 0 0 27 295 0 0 0 0 0 0
 371 0 0 0 27 296 0 0 0 0 0 0
 372 0 0 0 27 297 0 0 0 0 0 0
 373 0 0 0 27 298 0 0 0 0 0 0
 374 0 0 0 27 299 0 0 0 0 0 0
 375 0 0 0 27 300 0 0 0 0 0 0
 376 0 0 0 27 301 0 0 0 0 0 0
 377 0 0 0 27 302 0 0 0 0 0 0
 378 0 0 0 27 303 0 0 0 0 0 0
 255 5180 95.09523809523809 1.3951151209249033 0.42857142857142855 82.78688524590164 0.6601531814611155 0.6601531814611155 6723.0 1.0 0.0 0.0
 67 5213 118.125 1.4031041421344552 0.546875 82.56130790190736 0.824780487804878 0.824780487804878 8454.0 1.0 0.0 0.0
 379 5246 116.30769230769232 1.3922871553323868 0.5384615384615385 82.33695652173913 0.8201822411787515 0.8201822411787515 8461.0 1.0 0.0 0.0
 256 5261 115.60606060606061 1.4006759248871377 0.5454545454545454 82.11382113821138 0.8249565049294413 0.8249565049294413 8535.0 1.0 0.0 0.0
 380 5269 113.88059701492537 1.3902180752619566 0.5373134328358209 81.8918918918919 0.8243582320015441 0.8243582320015441 8542.0 1.0 0.0 0.0
 381 0 0 0 36 304 0 0 0 0 0 0
 382 0 0 0 36 305 0 0 0 0 0 0
 383 0 0 0 36 306 0 0 0 0 0 0
 257 5336 114.32352941176471 1.4127148682728101 0.5294117647058824 81.81818181818181 0.8209794207317073 0.8209794207317073 8617.0 1.0 0.0 0.0
 264 5446 115.84057971014492 1.435587248311017 0.5217391304347826 81.6 0.8143896976483762 0.8143896976483762 8727.0 1.0 0.0 0.0
 386 5726 114.18571428571428 1.4165074304780023 0.5142857142857142 81.38297872340425 0.7740333451578574 0.7740333451578574 8728.0 1.0 0.0 0.0
 387 5764 112.5774647887324 1.4007819737107066 0.5070422535211268 81.16710875331565 0.7691155743481325 0.7691155743481325 8731.0 1.0 0.0 0.0
 385 5871 111.02777777777777 1.395286782480394 0.5138888888888888 80.95238095238095 0.7717447691509597 0.7717447691509597 8926.0 1.0 0.0 0.0
 384 6205 112.1917808219178 1.3978866159651238 0.5205479452054794 80.73878627968337 0.7569887199607651 0.7569887199607651 9261.0 1.0 0.0 0.0
 252 6535 122.64864864864866 1.4105958316961416 0.5405405405405406 80.52631578947368 0.7695827516674422 0.7695827516674422 9923.0 1.0 0.0 0.0
 391 0 0 0 40 307 0 0 0 0 0 0
 392 6670 121.01333333333334 1.4051212206068597 0.5333333333333333 80.36649214659687 0.7550136736554239 0.7550136736554239 9939.0 1.0 0.0 0.0
 388 6680 119.63157894736841 1.4025976957743131 0.5394736842105263 80.15665796344648 0.7595570388349514 0.7595570388349514 10014.0 1.0 0.0 0.0
 394 6713 118.07792207792208 1.3973691542707507 0.5324675324675325 79.94791666666666 0.7568301886792452 0.7568301886792452 10028.0 1.0 0.0 0.0
 396 0 0 0 41 308 0 0 0 0 0 0
 393 6756 116.74358974358974 1.3958644215236897 0.5384615384615384 79.79274611398964 0.7556988602279544 0.7556988602279544 10078.0 1.0 0.0 0.0
 390 6839 117.20253164556962 1.4112398885397124 0.5443037974683544 79.58656330749353 0.7534439342319657 0.7534439342319657 10173.0 1.0 0.0 0.0
 397 0 0 0 43 309 0 0 0 0 0 0
 389 6965 118.85000000000001 1.430801770885347 0.5375 79.43444730077121 0.7488003489893849 0.7488003489893849 10299.0 1.0 0.0 0.0
 398 7038 118.24691358024691 1.4373215528446517 0.5308641975308641 79.23076923076923 0.7461870503597122 0.7461870503597122 10372.0 1.0 0.0 0.0
 1 7047 173.26829268292684 1.4554171659285726 0.5609756097560976 79.02813299232737 0.9078125 0.9078125 12782.0 1.0 0.0 0.0
 399 7085 171.7710843373494 1.4624910939473772 0.5542168674698795 78.8265306122449 0.9062588301780163 0.9062588301780163 12829.0 1.0 0.0 0.0
 400 7175 170.10714285714286 1.4612180518236648 0.5476190476190476 78.6259541984733 0.9011579241071429 0.9011579241071429 12919.0 1.0 0.0 0.0
