 job_id  cmax  Mean_waiting_time  Mean_turnaround_time  Number_of_interruptions  Number_of_rejections Competitive_factor Utilization
 2 151 0.0 151.0 0 0 0.3333333333333333 0.3333333333333333
 6 745 0.0 106.5 0 0 0.0953020134228188 0.0953020134228188
 5 835 20.666666666666664 134.0 1 0 0.13572854291417166 0.13572854291417166
 7 992 15.5 144.0 1 0 0.17271505376344087 0.17271505376344087
 8 1139 12.4 130.20000000000002 1 0 0.1723734269827334 0.1723734269827334
 10 1259 10.333333333333332 136.16666666666666 1 0 0.19989409584326184 0.19989409584326184
 11 1300 8.857142857142856 116.85714285714285 1 0 0.19384615384615383 0.19384615384615383
 12 1338 7.75 102.625 1 0 0.1890881913303438 0.1890881913303438
 13 1419 6.888888888888888 95.66666666666666 1 0 0.18769086210946676 0.18769086210946676
 15 1488 6.2 86.2 1 0 0.17921146953405018 0.17921146953405018
 33 1548 5.636363636363637 83.72727272727273 1 0 0.18496985357450474 0.18496985357450474
 43 1551 5.166666666666666 81.83333333333333 1 0 0.19772189984955943 0.19772189984955943
 52 1554 4.769230769230769 80.38461538461539 1 0 0.21085371085371085 0.21085371085371085
 16 1607 8.642857142857142 83.21428571428571 2 0 0.2165525824517735 0.2165525824517735
 44 1613 12.133333333333333 85.86666666666666 2 0 0.22855961975614797 0.22855961975614797
 18 1622 15.3125 88.9375 3 0 0.24208795725441842 0.24208795725441842
 17 1668 21.470588235294116 94.35294117647058 3 0 0.2476019184652278 0.2476019184652278
 46 1677 27.11111111111111 99.5 3 0 0.2589942357384218 0.2589942357384218
 35 1695 32.68421052631579 105.10526315789473 3 0 0.2705998033431662 0.2705998033431662
 34 1741 40.400000000000006 112.45 4 0 0.2758950794562512 0.2758950794562512
 25 1769 48.33333333333333 120.47619047619047 4 0 0.285472018089316 0.285472018089316
 66 1787 46.13636363636364 117.0 4 0 0.29080395448610336 0.29080395448610336
 47 1792 53.78260869565217 125.04347826086956 5 0 0.3048735119047619 0.3048735119047619
 24 1806 62.041666666666664 133.08333333333331 6 0 0.3146917681801403 0.3146917681801403
 53 1844 70.68 141.88 6 0 0.32176428054953 0.32176428054953
 20 1874 79.6923076923077 151.30769230769232 6 0 0.3311988616150836 0.3311988616150836
 45 1877 88.44444444444444 160.03703703703704 6 0 0.34327828094477003 0.34327828094477003
 26 1921 98.0 169.78571428571428 6 0 0.3487766788131182 0.3487766788131182
 19 1952 108.06896551724138 179.9655172413793 7 0 0.35604508196721313 0.35604508196721313
 41 1956 117.3 189.53333333333333 7 0 0.36929107021131563 0.36929107021131563
 68 1973 113.51612903225806 183.4516129032258 7 0 0.3662780875147829 0.3662780875147829
 61 1998 123.375 193.53125 7 0 0.3745412078745412 0.3745412078745412
 69 2003 119.63636363636364 187.75757575757575 7 0 0.3741055084040606 0.3741055084040606
 27 2033 129.85294117647058 198.26470588235293 8 0 0.3813739957370061 0.3813739957370061
 21 2040 139.57142857142856 208.4 9 0 0.39362745098039215 0.39362745098039215
 22 2082 149.88888888888889 219.13888888888889 9 0 0.39913544668587897 0.39913544668587897
 28 2112 160.56756756756758 230.0810810810811 9 0 0.4059343434343434 0.4059343434343434
 30 2125 170.86842105263156 240.78947368421052 9 0 0.4167843137254902 0.4167843137254902
 37 2166 181.69230769230768 251.97435897435898 9 0 0.4218220991074177 0.4218220991074177
 29 2193 192.75 263.3 9 0 0.4289405684754522 0.4289405684754522
 49 2217 203.53658536585365 274.609756097561 9 0 0.43812960457074124 0.43812960457074124
 39 2260 214.8095238095238 286.4285714285714 9 0 0.44365781710914454 0.44365781710914454
 36 2277 226.1860465116279 298.09302325581393 9 0 0.45264236568584393 0.45264236568584393
 42 2314 237.5909090909091 310.0681818181818 9 0 0.45937770095073466 0.45937770095073466
 31 2357 249.46666666666667 322.4888888888889 9 0 0.46471503323433744 0.46471503323433744
 48 2361 261.1521739130435 334.4130434782609 9 0 0.47578709586333473 0.47578709586333473
 56 2424 273.1063829787234 347.1489361702128 9 0 0.47854785478547857 0.47854785478547857
 62 2445 285.5208333333333 359.7708333333333 9 0 0.48588957055214727 0.48588957055214727
 50 2460 297.3877551020408 372.2244897959183 9 0 0.49688346883468837 0.49688346883468837
 38 2532 310.56 385.64 9 0 0.4942074776197999 0.4942074776197999
 40 2544 322.80392156862746 398.7647058823529 9 0 0.5075995807127882 0.5075995807127882
 51 2583 335.25 412.11538461538464 9 0 0.5158084914182475 0.5158084914182475
 14 2591 348.64150943396226 425.77358490566036 10 0 0.525923067026888 0.525923067026888
 97 2598 349.25925925925924 425.96296296296293 10 0 0.531434436746215 0.531434436746215
 167 2640 350.3636363636364 426.7090909090909 10 0 0.5301767676767677 0.5301767676767677
 128 2654 351.82142857142856 427.8035714285714 10 0 0.5344134639537804 0.5344134639537804
 63 2691 364.9298245614035 441.3333333333333 10 0 0.5394524959742351 0.5394524959742351
 72 2699 366.91379310344826 443.01724137931035 10 0 0.5451401753735952 0.5451401753735952
 129 2758 369.728813559322 445.5423728813559 10 0 0.5406091370558376 0.5406091370558376
 64 2781 382.93333333333334 459.59999999999997 10 0 0.5513604219105838 0.5513604219105838
 32 2792 396.3770491803279 473.44262295081967 10 0 0.5612464183381088 0.5612464183381088
 73 2818 399.6290322580645 476.41935483870964 10 0 0.5631653655074521 0.5631653655074521
 144 2843 403.0 479.55555555555554 10 0 0.5654824715675929 0.5654824715675929
 98 2879 406.953125 483.265625 10 0 0.5654741229593608 0.5654741229593608
 54 2895 420.70769230769235 497.4307692307693 10 0 0.5742084052964882 0.5742084052964882
 102 2908 424.6363636363636 501.1818181818182 10 0 0.579092159559835 0.579092159559835
 133 2941 428.92537313432837 505.25373134328356 10 0 0.5796214439533038 0.5796214439533038
 201 2977 433.36764705882354 509.5882352941176 10 0 0.5803381480237375 0.5803381480237375
 55 2998 447.4347826086957 524.0434782608696 10 0 0.5877251501000668 0.5877251501000668
 121 3005 452.12857142857143 528.5571428571428 10 0 0.5934553521907932 0.5934553521907932
