 job_id  Cmax  Mean_waiting_time  Mean_bounded_slowndown  Mean_number_of_interruptions_per_job  Percentage_of_rejections  Competitive_factor  Utilization 
 430 0 0 0 43 345 0 0
 429 9196 122.02469135802468 1.0902213407476076 0.5308641975308641 80.98591549295774 0.7655892915442377 0.7655892915442377
 431 0 0 0 43 346 0 0
 433 0 0 0 43 347 0 0
 432 9269 120.53658536585367 1.089121080494588 0.524390243902439 80.88578088578089 0.7612826603325415 0.7612826603325415
 434 0 0 0 43 348 0 0
 435 0 0 0 43 349 0 0
 436 0 0 0 43 350 0 0
 437 0 0 0 43 351 0 0
 439 0 0 0 43 352 0 0
 440 0 0 0 43 353 0 0
 438 9430 119.0843373493976 1.0880473325368218 0.5180722891566265 80.96330275229359 0.7520959354770244 0.7520959354770244
 441 0 0 0 43 354 0 0
 442 0 0 0 43 355 0 0
 443 0 0 0 43 356 0 0
 444 0 0 0 43 357 0 0
 445 0 0 0 43 358 0 0
 446 0 0 0 43 359 0 0
 447 0 0 0 43 360 0 0
 448 0 0 0 43 361 0 0
 449 0 0 0 43 362 0 0
 450 0 0 0 43 363 0 0
 451 0 0 0 43 364 0 0
 452 0 0 0 43 365 0 0
 453 0 0 0 43 366 0 0
 455 0 0 0 43 367 0 0
 454 9669 117.66666666666666 1.0869991500066214 0.5119047619047619 81.37472283813747 0.734837507762368 0.734837507762368
 456 0 0 0 43 368 0 0
 457 0 0 0 43 369 0 0
 458 0 0 0 43 370 0 0
 459 0 0 0 43 371 0 0
 460 0 0 0 43 372 0 0
 461 0 0 0 43 373 0 0
 462 0 0 0 43 374 0 0
 463 0 0 0 43 375 0 0
 464 0 0 0 43 376 0 0
 465 0 0 0 43 377 0 0
 466 0 0 0 43 378 0 0
 467 0 0 0 43 379 0 0
 468 0 0 0 43 380 0 0
 469 0 0 0 43 381 0 0
 470 0 0 0 43 382 0 0
 471 0 0 0 43 383 0 0
 472 0 0 0 43 384 0 0
 473 0 0 0 43 385 0 0
 474 0 0 0 43 386 0 0
 475 0 0 0 43 387 0 0
 477 0 0 0 43 388 0 0
 222 10136 160.45882352941177 1.0977309447481147 0.5529411764705883 82.02959830866808 0.8864646065751802 0.8864646065751802
 478 10227 158.59302325581396 1.0965945384138343 0.5465116279069767 81.85654008438817 0.8824853228962818 0.8824853228962818
 480 0 0 0 47 389 0 0
 482 0 0 0 47 390 0 0
 479 10429 156.77011494252872 1.0954842563631004 0.5402298850574713 81.76100628930818 0.8694588370754174 0.8694588370754174
 483 0 0 0 47 391 0 0
 484 0 0 0 47 392 0 0
 485 0 0 0 47 393 0 0
 486 0 0 0 47 394 0 0
 487 10523 154.98863636363637 1.0875810261771564 0.5340909090909091 81.74273858921161 0.8618771395968049 0.8618771395968049
 488 0 0 0 47 395 0 0
 489 0 0 0 47 396 0 0
 490 0 0 0 47 397 0 0
 491 0 0 0 47 398 0 0
 476 10636 156.74157303370785 1.0971540150883672 0.5617977528089888 81.72484599589322 0.8682848809859818 0.8682848809859818
 493 0 0 0 50 399 0 0
 494 0 0 0 50 400 0 0
 495 0 0 0 50 401 0 0
 496 0 0 0 50 402 0 0
 497 0 0 0 50 403 0 0
 498 0 0 0 50 404 0 0
 499 0 0 0 50 405 0 0
 502 0 0 0 50 406 0 0
 501 10822 155.0 1.0960745260318296 0.5555555555555556 81.85483870967741 0.8541377716134998 0.8541377716134998
 500 10840 153.4835164835165 1.1043594213501613 0.5604395604395604 81.69014084507043 0.8536416505123234 0.8536416505123234
 503 0 0 0 51 407 0 0
 504 0 0 0 51 408 0 0
 505 0 0 0 51 409 0 0
 507 0 0 0 51 410 0 0
 508 0 0 0 51 411 0 0
 509 0 0 0 51 412 0 0
 510 0 0 0 51 413 0 0
 511 0 0 0 51 414 0 0
 512 0 0 0 51 415 0 0
 513 0 0 0 51 416 0 0
 514 0 0 0 51 417 0 0
 515 0 0 0 51 418 0 0
 516 0 0 0 51 419 0 0
 517 0 0 0 51 420 0 0
 518 0 0 0 51 421 0 0
 519 0 0 0 51 422 0 0
 520 0 0 0 51 423 0 0
 481 10996 154.81521739130434 1.1125130055103407 0.5652173913043478 82.13592233009709 0.8562198562198562 0.8562198562198562
 521 0 0 0 52 424 0 0
 522 0 0 0 52 425 0 0
 523 0 0 0 52 426 0 0
 524 0 0 0 52 427 0 0
 525 0 0 0 52 428 0 0
 526 0 0 0 52 429 0 0
 527 0 0 0 52 430 0 0
 528 0 0 0 52 431 0 0
 529 0 0 0 52 432 0 0
 530 0 0 0 52 433 0 0
 531 0 0 0 52 434 0 0
 532 0 0 0 52 435 0 0
 534 0 0 0 52 436 0 0
 535 0 0 0 52 437 0 0
 492 11360 157.0215053763441 1.121937715010348 0.5591397849462366 82.45283018867924 0.8447987316127896 0.8447987316127896
 536 0 0 0 52 438 0 0
 533 11400 155.7659574468085 1.131012845701727 0.5531914893617021 82.33082706766916 0.8435881681734398 0.8435881681734398
 537 0 0 0 52 439 0 0
 538 0 0 0 52 440 0 0
 539 0 0 0 52 441 0 0
 540 0 0 0 52 442 0 0
 541 0 0 0 52 443 0 0
 542 11516 154.1263157894737 1.126475868378551 0.5473684210526316 82.34200743494424 0.8353896950212877 0.8353896950212877
 543 0 0 0 52 444 0 0
 544 0 0 0 52 445 0 0
 545 0 0 0 52 446 0 0
 546 0 0 0 52 447 0 0
 547 0 0 0 52 448 0 0
 548 0 0 0 52 449 0 0
 549 0 0 0 52 450 0 0
 550 0 0 0 52 451 0 0
 551 0 0 0 52 452 0 0
 552 0 0 0 52 453 0 0
 553 0 0 0 52 454 0 0
 554 0 0 0 52 455 0 0
 555 0 0 0 52 456 0 0
 556 0 0 0 52 457 0 0
 557 0 0 0 52 458 0 0
 558 0 0 0 52 459 0 0
 559 0 0 0 52 460 0 0
 561 0 0 0 52 461 0 0
 562 0 0 0 52 462 0 0
 563 0 0 0 52 463 0 0
 564 0 0 0 52 464 0 0
 565 0 0 0 52 465 0 0
 566 0 0 0 52 466 0 0
 506 12035 158.21875 1.134231527127527 0.5520833333333333 82.91814946619218 0.8254489524442966 0.8254489524442966
 567 0 0 0 53 467 0 0
 568 0 0 0 53 468 0 0
 569 12140 156.58762886597938 1.1297549134458 0.5463917525773195 82.83185840707965 0.8185939174153136 0.8185939174153136
 570 0 0 0 53 469 0 0
 571 0 0 0 53 470 0 0
 572 0 0 0 53 471 0 0
 573 12224 154.98979591836732 1.1192472102473734 0.5408163265306122 82.77680140597539 0.8130064663992796 0.8130064663992796
 574 0 0 0 53 472 0 0
 576 0 0 0 53 473 0 0
 575 12266 153.42424242424244 1.1129921879216425 0.5353535353535354 82.6923076923077 0.8104249938820458 0.8104249938820458
 577 0 0 0 53 474 0 0
 578 0 0 0 53 475 0 0
 579 0 0 0 53 476 0 0
 580 0 0 0 53 477 0 0
 581 0 0 0 53 478 0 0
 582 0 0 0 53 479 0 0
 583 0 0 0 53 480 0 0
 584 0 0 0 53 481 0 0
 585 0 0 0 53 482 0 0
 586 0 0 0 53 483 0 0
 587 12521 151.89000000000001 1.1068622660424259 0.53 82.84734133790738 0.7941105961323318 0.7941105961323318
 588 0 0 0 53 484 0 0
 589 0 0 0 53 485 0 0
