 job_id  cmax  Mean_waiting_time  Mean_turnaround_time  Number_of_interruptions  Number_of_rejections Competitive_factor Utilization
 362 0 0 0 456 267 0 0
 363 0 0 0 456 268 0 0
 364 0 0 0 456 269 0 0
 365 0 0 0 456 270 0 0
 366 0 0 0 456 271 0 0
 367 0 0 0 456 272 0 0
 368 0 0 0 456 273 0 0
 369 0 0 0 456 274 0 0
 370 0 0 0 456 275 0 0
 371 0 0 0 456 276 0 0
 372 0 0 0 456 277 0 0
 373 0 0 0 456 278 0 0
 374 0 0 0 456 279 0 0
 375 0 0 0 456 280 0 0
 376 0 0 0 456 281 0 0
 377 0 0 0 456 282 0 0
 265 5088 200.0 294.13698630136986 456 282 1.35062893081761 1.35062893081761
 266 5093 197.29729729729732 291.01351351351354 456 282 1.3616728843510701 1.3616728843510701
 255 5155 195.5066666666667 288.81333333333333 457 282 1.3575169738118331 1.3575169738118331
 379 5158 192.93421052631578 285.10526315789474 457 282 1.3580845288871655 1.3580845288871655
 380 5181 190.42857142857144 281.4935064935065 457 282 1.3534066782474425 1.3534066782474425
 381 5213 187.98717948717947 277.97435897435895 457 282 1.3464415883368501 1.3464415883368501
 257 5221 187.08860759493672 276.88607594936707 479 282 1.3587435357211262 1.3587435357211262
 382 0 0 0 479 283 0 0
 256 5229 186.32500000000002 275.925 479 283 1.3708165997322623 1.3708165997322623
 383 5243 184.02469135802468 272.59259259259255 479 283 1.3683005912645432 1.3683005912645432
 259 5313 184.21951219512195 272.7317073170732 479 283 1.3660831921701486 1.3660831921701486
 258 5329 184.60240963855424 273.06024096385545 514 283 1.377744417339088 1.377744417339088
 260 5399 185.78571428571428 274.2142857142857 514 283 1.375810335247268 1.375810335247268
 261 5492 187.95294117647057 276.43529411764706 514 283 1.3694464675892206 1.3694464675892206
 262 5517 190.30232558139534 278.8953488372093 562 283 1.3810041689323909 1.3810041689323909
 263 5519 192.6206896551724 281.32183908045977 625 283 1.3982605544482696 1.3982605544482696
 264 5579 195.4318181818182 284.375 675 283 1.402939594909482 1.402939594909482
 274 5617 198.42696629213484 287.7752808988764 675 283 1.4157023322058038 1.4157023322058038
 386 5638 196.22222222222223 284.5888888888889 675 283 1.4106065980844271 1.4106065980844271
 387 5676 194.06593406593407 281.4945054945055 675 283 1.4016913319238902 1.4016913319238902
 378 5713 197.76086956521738 285.69565217391306 675 283 1.4160686154384736 1.4160686154384736
 385 5908 196.98924731182797 286.07526881720435 675 283 1.4023358158429249 1.4023358158429249
 384 5921 195.2659574468085 286.59574468085106 677 283 1.4499239993244384 1.4499239993244384
 228 6055 214.4 314.2736842105263 685 283 1.566969446738233 1.566969446738233
 252 6453 221.45833333333331 327.1875 686 283 1.572911823957849 1.572911823957849
 388 6576 219.17525773195877 324.58762886597935 686 283 1.554896593673966 1.554896593673966
 392 6582 216.93877551020407 321.43877551020404 686 283 1.555910057733212 1.555910057733212
 394 6625 214.74747474747477 318.33333333333337 686 283 1.5479245283018868 1.5479245283018868
 390 6628 212.9 316.40000000000003 688 283 1.5615570307785154 1.5615570307785154
 393 6654 210.7920792079208 313.76237623762376 688 283 1.5629696423204087 1.5629696423204087
 396 6747 208.72549019607843 311.5 688 283 1.5537275826293167 1.5537275826293167
 391 6756 207.9029126213592 310.92233009708735 688 283 1.5706039076376554 1.5706039076376554
 397 6801 205.90384615384616 308.34615384615387 688 283 1.5665343331862962 1.5665343331862962
 398 6880 203.94285714285715 306.1047619047619 688 283 1.559156976744186 1.559156976744186
 389 6908 204.66037735849056 307.04716981132077 691 283 1.5710770121598148 1.5710770121598148
 399 6948 202.74766355140184 304.6168224299065 691 283 1.568796776050662 1.568796776050662
 400 7055 200.87037037037035 302.6296296296296 691 283 1.557760453579022 1.557760453579022
 402 7138 199.0275229357798 300.5229357798165 691 283 1.549873914261698 1.549873914261698
 403 7241 197.21818181818182 298.5272727272727 691 283 1.5390139483496754 1.5390139483496754
 404 7345 195.44144144144144 296.6216216216216 691 283 1.529067392784207 1.529067392784207
 405 7350 193.69642857142856 294.5 691 283 1.5360544217687075 1.5360544217687075
 407 7420 191.98230088495575 292.1504424778761 691 283 1.5254716981132075 1.5254716981132075
 406 7517 190.55263157894737 290.8070175438596 692 283 1.5204203804709326 1.5204203804709326
 408 7626 188.89565217391305 289.17391304347825 692 283 1.5121951219512195 1.5121951219512195
 409 7767 187.26724137931035 287.6465517241379 692 283 1.4991631260460925 1.4991631260460925
 67 7842 222.29914529914532 336.61538461538464 703 283 1.7055598061718948 1.7055598061718948
 410 7855 220.41525423728814 334.33898305084745 703 283 1.7113940165499681 1.7113940165499681
 412 7941 218.56302521008402 331.563025210084 703 283 1.6933635562271754 1.6933635562271754
 411 7962 216.74166666666667 329.26666666666665 703 283 1.6959306706857573 1.6959306706857573
 395 8072 221.65289256198346 338.2727272727273 712 283 1.7481417244796829 1.7481417244796829
 414 8110 219.8360655737705 335.55737704918033 712 283 1.740813810110974 1.740813810110974
 413 8121 218.0487804878049 333.1788617886179 712 283 1.743750769609654 1.743750769609654
 415 8154 216.29032258064515 330.5483870967742 712 283 1.7375521216580818 1.7375521216580818
 416 8178 214.56 327.968 712 283 1.7334311567620444 1.7334311567620444
 417 8205 212.85714285714283 325.40476190476187 712 283 1.7283363802559415 1.7283363802559415
 418 8290 211.1811023622047 322.8818897637795 712 283 1.7112183353437878 1.7112183353437878
 420 8332 209.53125 320.3984375 712 283 1.7031925108017283 1.7031925108017283
 421 8393 207.90697674418604 317.95348837209303 712 283 1.6914095079232694 1.6914095079232694
 422 8609 206.30769230769232 315.53846153846155 712 283 1.6494366360785224 1.6494366360785224
 419 8682 204.73282442748092 315.91603053435114 712 283 1.6776088458880443 1.6776088458880443
 423 8798 203.1818181818182 313.5530303030303 712 283 1.6559445328483746 1.6559445328483746
 424 8876 201.65413533834587 311.6691729323308 712 283 1.6484903109508788 1.6484903109508788
 425 8932 200.1492537313433 309.44029850746267 712 283 1.6396103896103895 1.6396103896103895
 426 9017 198.66666666666669 307.5111111111111 712 283 1.6295885549517577 1.6295885549517577
 429 9108 197.20588235294116 305.4485294117647 712 283 1.6162714097496707 1.6162714097496707
 432 9181 195.76642335766422 303.4525547445255 712 283 1.6069055658425009 1.6069055658425009
 434 9334 194.34782608695653 302.31159420289856 712 283 1.5962074137561604 1.5962074137561604
 438 9342 192.9496402877698 300.6546762589928 712 283 1.602547634339542 1.602547634339542
 446 9458 191.57142857142856 298.8142857142857 712 283 1.5874392049058998 1.5874392049058998
 448 0 0 0 712 284 0 0
 449 0 0 0 712 285 0 0
 439 9496 190.54609929078015 298.177304964539 712 285 1.5981465880370682 1.5981465880370682
 452 0 0 0 712 286 0 0
 450 9536 189.20422535211267 296.32394366197184 712 286 1.595113255033557 1.595113255033557
 455 0 0 0 712 287 0 0
 447 9580 188.27972027972027 295.2587412587413 713 287 1.5968684759916492 1.5968684759916492
 454 9581 186.9722222222222 293.38888888888886 713 287 1.599415509863271 1.599415509863271
 456 0 0 0 713 288 0 0
 457 0 0 0 713 289 0 0
 433 9608 187.6 294.42758620689654 726 289 1.6121981681931723 1.6121981681931723
 458 0 0 0 726 290 0 0
 459 0 0 0 726 291 0 0
 460 0 0 0 726 292 0 0
 461 0 0 0 726 293 0 0
 440 9745 188.12328767123287 295.3424657534246 726 293 1.6063622370446382 1.6063622370446382
 462 0 0 0 726 294 0 0
 463 0 0 0 726 295 0 0
 465 0 0 0 726 296 0 0
 466 0 0 0 726 297 0 0
 464 9821 186.843537414966 293.625850340136 726 297 1.5983097444252112 1.5983097444252112
 444 9822 187.58783783783784 294.64864864864865 763 297 1.6132152311138261 1.6132152311138261
 467 0 0 0 763 298 0 0
 470 0 0 0 763 299 0 0
 471 0 0 0 763 300 0 0
 468 9873 186.3288590604027 292.81208053691273 763 300 1.6070090144839462 1.6070090144839462
 472 0 0 0 763 301 0 0
 473 0 0 0 763 302 0 0
 474 0 0 0 763 303 0 0
 469 9894 185.18 291.09333333333336 763 303 1.6057206387709724 1.6057206387709724
 475 0 0 0 763 304 0 0
 437 9901 187.0794701986755 293.4370860927152 765 304 1.622058377941622 1.622058377941622
 476 0 0 0 765 305 0 0
 477 0 0 0 765 306 0 0
 478 0 0 0 765 307 0 0
 430 10067 190.54605263157893 297.8223684210526 766 307 1.6197476904738253 1.6197476904738253
 445 10147 193.0653594771242 300.72549019607845 844 307 1.6233369468808514 1.6233369468808514
 479 0 0 0 844 308 0 0
 480 0 0 0 844 309 0 0
 441 10321 196.8766233766234 305.10389610389615 942 309 1.6148629008816975 1.6148629008816975
 443 10330 200.61290322580646 309.39354838709676 1084 309 1.6322362052274928 1.6322362052274928
 482 0 0 0 1084 310 0 0
 435 10339 204.89743589743588 314.72435897435895 1084 310 1.6571235129122739 1.6571235129122739
 483 0 0 0 1084 311 0 0
 484 0 0 0 1084 312 0 0
 486 0 0 0 1084 313 0 0
 487 10435 203.5923566878981 312.74522292993635 1084 313 1.6422616195495927 1.6422616195495927
 488 0 0 0 1084 314 0 0
 490 0 0 0 1084 315 0 0
 491 0 0 0 1084 316 0 0
 493 0 0 0 1084 317 0 0
 494 0 0 0 1084 318 0 0
 496 0 0 0 1084 319 0 0
 427 10650 210.37974683544303 320.88607594936707 1132 319 1.63943661971831 1.63943661971831
 497 0 0 0 1132 320 0 0
 428 10664 216.9685534591195 328.8364779874214 1133 320 1.6679482370592649 1.6679482370592649
 498 0 0 0 1133 321 0 0
 499 0 0 0 1133 322 0 0
 500 0 0 0 1133 323 0 0
 501 0 0 0 1133 324 0 0
 502 0 0 0 1133 325 0 0
 503 0 0 0 1133 326 0 0
 504 0 0 0 1133 327 0 0
 505 0 0 0 1133 328 0 0
 507 0 0 0 1133 329 0 0
 508 0 0 0 1133 330 0 0
 509 0 0 0 1133 331 0 0
 510 0 0 0 1133 332 0 0
 511 0 0 0 1133 333 0 0
 512 0 0 0 1133 334 0 0
 513 0 0 0 1133 335 0 0
 515 0 0 0 1133 336 0 0
 516 0 0 0 1133 337 0 0
 519 0 0 0 1133 338 0 0
 520 0 0 0 1133 339 0 0
 431 10925 224.55625 337.975 1182 339 1.6610526315789473 1.6610526315789473
 521 0 0 0 1182 340 0 0
 514 10943 223.5527950310559 336.36645962732916 1189 340 1.6597825093667185 1.6597825093667185
 518 10944 222.39506172839506 334.5679012345679 1193 340 1.660453216374269 1.660453216374269
 522 0 0 0 1193 341 0 0
 523 0 0 0 1193 342 0 0
 524 0 0 0 1193 343 0 0
 436 11026 229.84662576687117 343.55214723926383 1193 343 1.6809359695265735 1.6809359695265735
 525 0 0 0 1193 344 0 0
 527 0 0 0 1193 345 0 0
 528 0 0 0 1193 346 0 0
 529 0 0 0 1193 347 0 0
 530 0 0 0 1193 348 0 0
 485 11198 232.32317073170734 346.3841463414634 1193 348 1.6704768708697981 1.6704768708697981
 531 0 0 0 1193 349 0 0
 532 0 0 0 1193 350 0 0
 533 0 0 0 1193 351 0 0
 534 0 0 0 1193 352 0 0
 526 11251 231.53939393939393 345.23030303030305 1193 352 1.6673184605812816 1.6673184605812816
 535 0 0 0 1193 353 0 0
 536 0 0 0 1193 354 0 0
 537 0 0 0 1193 355 0 0
 453 11319 238.5542168674699 353.81927710843377 1193 355 1.6904320169626292 1.6904320169626292
 538 0 0 0 1193 356 0 0
 539 0 0 0 1193 357 0 0
 540 0 0 0 1193 358 0 0
 541 0 0 0 1193 359 0 0
 542 11428 237.125748502994 351.7425149700599 1193 359 1.674921246062303 1.674921246062303
 543 0 0 0 1193 360 0 0
 545 0 0 0 1193 361 0 0
 546 0 0 0 1193 362 0 0
 547 0 0 0 1193 363 0 0
 548 0 0 0 1193 364 0 0
 549 0 0 0 1193 365 0 0
 550 0 0 0 1193 366 0 0
 551 0 0 0 1193 367 0 0
 553 0 0 0 1193 368 0 0
 554 0 0 0 1193 369 0 0
 555 0 0 0 1193 370 0 0
 556 0 0 0 1193 371 0 0
 557 0 0 0 1193 372 0 0
 559 0 0 0 1193 373 0 0
 561 0 0 0 1193 374 0 0
 562 0 0 0 1193 375 0 0
 489 11818 242.125 357.6785714285714 1307 375 1.6426637332882044 1.6426637332882044
 563 0 0 0 1307 376 0 0
 564 0 0 0 1307 377 0 0
 565 0 0 0 1307 378 0 0
 481 11914 248.27810650887574 365.0591715976331 1421 378 1.6565385261037435 1.6565385261037435
 1 11999 303.22352941176473 433.49411764705883 1431 378 1.845653804483707 1.845653804483707
 566 0 0 0 1431 379 0 0
 567 0 0 0 1431 380 0 0
 558 12048 302.6140350877193 432.43274853801165 1431 380 1.842546480743692 1.842546480743692
 568 0 0 0 1431 381 0 0
 570 0 0 0 1431 382 0 0
 571 0 0 0 1431 383 0 0
 572 0 0 0 1431 384 0 0
 573 12217 300.8546511627907 429.9244186046512 1431 384 1.8171400507489563 1.8171400507489563
