 job_id  cmax  Mean_waiting_time  Mean_turnaround_time  Number_of_interruptions  Number_of_rejections Competitive_factor Utilization
 2 151 0.0 151.0 0 0 0.3333333333333333 0.3333333333333333
 6 745 0.0 106.5 0 0 0.0953020134228188 0.0953020134228188
 5 835 20.666666666666664 134.0 1 0 0.13572854291417166 0.13572854291417166
 7 992 15.5 144.0 1 0 0.17271505376344087 0.17271505376344087
 8 1139 12.4 130.20000000000002 1 0 0.1723734269827334 0.1723734269827334
 11 1300 10.333333333333332 108.66666666666666 1 0 0.15128205128205127 0.15128205128205127
 10 1305 15.428571428571427 123.42857142857142 1 0 0.19310344827586207 0.19310344827586207
 12 1338 13.5 108.375 1 0 0.1890881913303438 0.1890881913303438
 13 1419 12.0 100.77777777777777 1 0 0.18769086210946676 0.18769086210946676
 15 1488 10.8 90.80000000000001 1 0 0.17921146953405018 0.17921146953405018
 55 0 0 0 1 1 0 0
 58 0 0 0 1 2 0 0
 61 0 0 0 1 3 0 0
 62 0 0 0 1 4 0 0
 63 0 0 0 1 5 0 0
 64 0 0 0 1 6 0 0
 34 1556 10.0 88.63636363636364 2 6 0.18530419880034277 0.18530419880034277
 33 1600 13.5 90.5 22 6 0.1925 0.1925
 16 1638 19.384615384615387 95.15384615384616 52 6 0.20044770044770044 0.20044770044770044
 46 1671 26.357142857142854 101.28571428571428 74 6 0.2092559345701177 0.2092559345701177
 17 1707 35.2 109.2 110 6 0.21675454012888107 0.21675454012888107
 43 1721 43.625 116.8125 166 6 0.22680612047259346 0.22680612047259346
 66 0 0 0 166 7 0 0
 44 1752 52.8235294117647 125.35294117647058 197 7 0.2345890410958904 0.2345890410958904
 18 1764 61.27777777777777 133.77777777777777 234 7 0.2465986394557823 0.2465986394557823
 52 1773 69.57894736842105 141.57894736842104 291 7 0.2571912013536379 0.2571912013536379
 45 1798 77.95 149.9 314 7 0.2667779013718947 0.2667779013718947
 24 1801 86.0 157.66666666666666 333 7 0.27854895428465665 0.27854895428465665
 35 1812 93.45454545454545 165.1818181818182 378 7 0.2902869757174393 0.2902869757174393
 19 1876 103.04347826086956 174.91304347826087 452 7 0.2937100213219616 0.2937100213219616
 25 1881 112.04166666666666 184.0 489 7 0.3060428849902534 0.3060428849902534
 53 1882 120.2 192.28 492 7 0.3191640099185264 0.3191640099185264
 26 1972 131.23076923076923 203.5 530 7 0.3176132521974307 0.3176132521974307
 68 1973 126.37037037037037 196.0 530 7 0.317621219800642 0.317621219800642
 69 2003 121.85714285714285 189.10714285714283 530 7 0.31336328840073224 0.31336328840073224
 27 2044 134.13793103448276 201.75862068965517 602 7 0.31979778212654925 0.31979778212654925
 28 2075 146.6 214.6 669 7 0.327710843373494 0.327710843373494
 21 2104 159.09677419354838 227.5806451612903 709 7 0.33634347275031684 0.33634347275031684
 47 2126 171.5 240.34375 748 7 0.3454060834117278 0.3454060834117278
 22 2131 183.27272727272728 252.5757575757576 793 7 0.3577350226810574 0.3577350226810574
 48 2139 194.5 264.2352941176471 871 7 0.36948729936107216 0.36948729936107216
 29 2151 205.57142857142856 275.62857142857143 947 7 0.3799783046644971 0.3799783046644971
 84 0 0 0 947 8 0 0
 85 0 0 0 947 9 0 0
 86 0 0 0 947 10 0 0
 87 0 0 0 947 11 0 0
 89 0 0 0 947 12 0 0
 92 0 0 0 947 13 0 0
 93 0 0 0 947 14 0 0
 96 0 0 0 947 15 0 0
 97 0 0 0 947 16 0 0
 98 0 0 0 947 17 0 0
 99 0 0 0 947 18 0 0
 100 0 0 0 947 19 0 0
 101 0 0 0 947 20 0 0
 102 0 0 0 947 21 0 0
 103 0 0 0 947 22 0 0
 104 0 0 0 947 23 0 0
 105 0 0 0 947 24 0 0
 106 0 0 0 947 25 0 0
 107 0 0 0 947 26 0 0
 108 0 0 0 947 27 0 0
 109 0 0 0 947 28 0 0
 110 0 0 0 947 29 0 0
 111 0 0 0 947 30 0 0
 112 0 0 0 947 31 0 0
 113 0 0 0 947 32 0 0
 114 0 0 0 947 33 0 0
 115 0 0 0 947 34 0 0
 116 0 0 0 947 35 0 0
 117 0 0 0 947 36 0 0
 118 0 0 0 947 37 0 0
 119 0 0 0 947 38 0 0
 120 0 0 0 947 39 0 0
 121 0 0 0 947 40 0 0
 122 0 0 0 947 41 0 0
 123 0 0 0 947 42 0 0
 124 0 0 0 947 43 0 0
 125 0 0 0 947 44 0 0
 127 0 0 0 947 45 0 0
 128 0 0 0 947 46 0 0
 129 0 0 0 947 47 0 0
 130 0 0 0 947 48 0 0
 131 0 0 0 947 49 0 0
 132 0 0 0 947 50 0 0
 133 0 0 0 947 51 0 0
 134 0 0 0 947 52 0 0
 135 0 0 0 947 53 0 0
 136 0 0 0 947 54 0 0
 137 0 0 0 947 55 0 0
 138 0 0 0 947 56 0 0
 139 0 0 0 947 57 0 0
 140 0 0 0 947 58 0 0
 141 0 0 0 947 59 0 0
 142 0 0 0 947 60 0 0
 144 0 0 0 947 61 0 0
 145 0 0 0 947 62 0 0
 146 0 0 0 947 63 0 0
 147 0 0 0 947 64 0 0
 148 0 0 0 947 65 0 0
 149 0 0 0 947 66 0 0
 150 0 0 0 947 67 0 0
 151 0 0 0 947 68 0 0
 152 0 0 0 947 69 0 0
 153 0 0 0 947 70 0 0
 154 0 0 0 947 71 0 0
 155 0 0 0 947 72 0 0
 156 0 0 0 947 73 0 0
 157 0 0 0 947 74 0 0
 158 0 0 0 947 75 0 0
 159 0 0 0 947 76 0 0
 160 0 0 0 947 77 0 0
 161 0 0 0 947 78 0 0
 162 0 0 0 947 79 0 0
 163 0 0 0 947 80 0 0
 164 0 0 0 947 81 0 0
 165 0 0 0 947 82 0 0
 166 0 0 0 947 83 0 0
 167 0 0 0 947 84 0 0
 168 0 0 0 947 85 0 0
 169 0 0 0 947 86 0 0
 170 0 0 0 947 87 0 0
 171 0 0 0 947 88 0 0
 172 0 0 0 947 89 0 0
 173 0 0 0 947 90 0 0
 174 0 0 0 947 91 0 0
 175 0 0 0 947 92 0 0
 176 0 0 0 947 93 0 0
